title	abstract	pdf
Dosimetric analysis to abutting of photon fields and electron fields	"Introduction: The combination of different irradiation fields in direct junction is an established method in radiotherapy. For abutting techniques the matching area is a dosimetric problem. Even a small displacement leads to relevant inhomogeneities. To detect the real occurent overdosage or underdosage, several abutting techniques used in managing head and neck tumors or breast cancer were studied.

Materials and methods: Photon fields with non-divergent edges (6 MV) and asymmetric electron fields (4, 12 and 18 Mev) were joined. First of all, dose profiles and depth dose profiles were generated in a water phantom and subsequently the measured data were combined.

Results and discussion: For small gaps and overlaps the abutting of photon fields shows a linear relationship between displacement of the fields and change of dose in the matching area. Furthermore, the overdosages and underdosages in  several measurement depths are proportional to the according dose values of the depth dose profile. Combining non-divergent photon fields, the expected inhomogeneitis are predictable for displaced fields, even for different measurement depths. A homogeneous field matching over all measurement depths is possible in theory, but under real conditions, the evaluation of the observed field combinations showed an inhomogeneity up to 16 %.
In contrast, the inhomogeneities for abutting non-divergent photon fields and asymmetric electron fields are only calculable for single measurement depths. Regarding the range of all measurement depths, overdosages and underdosages in the matching area exist at the same time. These inhomogeneities can not be balanced by moving the fields towards each other. With increasing electron beam energy the inhomogeneities extend. However combing electron fields and photon fields, at the best only a compromise between overdosages and underdosages can be found."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/45892/pdf/e_Dissertation_Denninger.pdf?sequence=1&isAllowed=y
Investigations to detect Hepatitis A virus RNA in human blood samples	"Objective: 
The aim of this study was to establish a simple method to accumulate Hepatitis A Virus (HAV) in patient’s sera. A further objective was the detection of HAV-RNA in these sera by RT-PCR with two different sets of primer pairs.After accumulation and detection of HAV MRC-5 cells should be transfected with HAV-RNA isolated from these sera in order to grow the virus. 

Results:
15 different sera of patients infected with HAV were analysed by RT-PCR. Without any accumulation by centrifugation only one serum was positive after nested PCR analysis. After centrifugation of 200 µl of each sample by 4 degree C and 12000 rpm for 3 hours one sample was positive in RT-PCR and 7 samples showed a positive result after nested PCR.
Additionally, the analysis were performed with two different sets of primer pairs. Both sets amplify fragments of the 5’ NCR of the HAV genome. These analyses were also carried out with different lots of inactivated HAV pools. HAV-RNA derived from 4 inactivated HAV pools was amplified with primer pair N537/P452 whereas with primer pair N848/P66 only one inactivated pool showed a positive result.
In the third part of this study MRC-5 cells were infected with HAV-RNA extracted from human sera after centrifugation. After transfection of the cell culture with HAV-RNA derived from patient’s sera no viral growth could be observed. In contrast after transfection of MRC-5 cells with RNA isolated from a cell culture adapted HAV strain viral replication was detectable. 

Conclusion: 
Centrifugation provided a suitable tool for the enrichment of HAV in human sera.
RT-PCR is a fast and reliable method for the detection of HAV-RNA. The performance of a nested PCR increases significantly the sensitivity of the assay.
The PCR analyses of the inactivated HAV pools suggest, that the inactivation process may cause changes in the RNA or changes of the binding of viral proteins to the RNA. Viral RNA may be presented in a way that only short fragments can be reverse transcribed and amplified by PCR. 
Transfection of MRC-5 cells with RNA derived from patient’s sera or with RNA isolated from a cell culture adapted HAV variant showed that the transfection of cells is dependant on the concentration of the RNA. Additionally the experiments confirmed earlier results which showed the slow growth behaviour of wild type HAV in cell culture."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/45899/pdf/Doktorarbeit_ohne_Lebenslauf.pdf?sequence=1&isAllowed=y
Impact of Semaphorin 7A expression on tumorigenicity and immunogenicity of malignant gliomas	"The prognosis of patients afflicted by malignant gliomas remains poor and a curable therapy does not exist as of yet. Malignant gliomas are characterized by their strong migratory behavior, their early and diffuse infiltration of the surrounding healthy tissue and their resistance to apoptotic stimuli and to immune defense mechanisms which protect the tumor against the combat of the immune system. Semaphorin 7A is a membrane-bound protein which plays an important role in the development and regeneration of the central nervous system (CNS) by regulating the neurit outgrowth, migration and axonal pathfinding. After spinal damage of the adult CNS, Semaphorin 7A promotes the invasion of activated astrocytes and the building of a glial scar. Furthermore, Semaphorin 7A seems to have an important but controversial function in the interaction between the immune and nervous system.
The purpose of this thesis was to find out if gliomas express Semaphorin 7A and what a Semaphorin 7A expression means for the tumorigenicity and immunogenicity of malignant gliomas.
It was shown that Gliomas express Semaphorin mRNA and protein as well as mRNA of the Semaphorin 7A receptor Plexin C1. Expression of the second Semaphorin 7A receptor alpha1beta1-Integrin was shown by flow cytometry. Silencing of Semaphorin 7A by RNA interference reduces migration and invasion of malignant glioma cells. Thus, an overexpression of Semaphorin 7A could be one reason for the strong migratory behavior and the early and diffuse infiltration of the surrounding healthy tissue of malignant gliomas that make a curative resection impossible.
The suppression of Semaphorin 7A expression by RNA did not effect the lysis of glioma cells by natural killer (NK) in vitro. Thus, in this paradigma, Semaphorin 7A seems to have no influence on the identification of glioma cells as target cells and the activation of NK cells into cytotoxic effector cells.
Due to this, it is assumable that antagonisation of Semaphorin 7A could constrain migration and invasion of malignant gliomas which should be content of prospective studies."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/45911/pdf/Endversion_08112011_ohne_CV.pdf?sequence=1&isAllowed=y
Lung Clearance Index in cystic fibrosis patients	Comparison of LCI versus FEV1(%) in patients with cystic fibrosis.  We could show a significant korrelation of the mean LCI and FEV1(%) of 19 patients. The higher LCI was measured, the higher was the mean Standarddeviation (SD) in comparison to the mean SD of the FEV1(%) which keeped constant.	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/45889/pdf/Diss_rueckel.pdf?sequence=1&isAllowed=y
About the Possibilities to Recognize non-authentic Complaints – Diagnostic Optimization during Simulation	"Introduction: The representation of complaints of a patient can be understated, authentic or exaggerated. This study shall examine how the win of information about the representation of complaints falls out with using special tests and the personal assessment inventory PAI.

Patients and Methods: We let 101 chosen Patients (in the middle 45,1 years, m: 66%, f: 34%, about 1/3 were conspicuous in the SFSS and in the WMT), who had an stimulus to simulate, accomplish different psychological test: SFSS (accepted Self-Assessment-Questionary to recognize simulation), WMT (a test who captures negative answerdeformation and uncooperativeness) and the PAI. Also they were bodily and neurologically examined.

Results: Patients, who were detected as simulators in the SFSS, and patients, who were classified as uncooperative in the WMT, declare highly significant more complaints, have by trend more frequent against their declaration no real dysfunctions in these areas und show an almost highly significant correlation to elevated representation of complaints. The PAI-Validity-Scale „Inappropriate Impression“  is the only strong scale with reference to the answerdeformation. This scale shows a highly significant correlation to the SFSS and the WMT.
 
Conclusion: It is not possible to identificate answer deformation with the representation of the complaints. But the design of the complaints can be used as an advice. If there appears a person in the validation of complaints who is showing a similar design of complaints as in this study, it can be reasonable  to arrange more tests to gain a better expressiveness. The PAI-Validity-Scale „Inappropriate Impression“ can be used as a Detection-Scale, because it has a highly significant correlation to the SFSS and the WMT."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/45923/pdf/Dissertation_Tscheuschner.pdf?sequence=1&isAllowed=y
Influence of rotation chair-induced nausea on gustatory sense.	"Nausea, vomiting and the gustatory sense with the ability to detect toxins are important control mechanisms in the protection from poisoning. Neuronal links are known which relate the structures involved in the onset of nausea with the ones associated to gustatory sense.
To investigate whether there is any relation between nausea and the taste sensitivity the present study uses body rotation to induce motion sickness with the cardinal symptoms of nausea and vomiting. For this purpose the subjects were seated on a rotational chair with their eyes closed. They were instructed to move their heads up and down. After each rotation they gave ratings of the symptoms of their motion sickness. According to the time of their rotation tolerance the subjects were divided into the two groups motion sickness-susceptible and motion sickness-resistant. To investigate if there is an influence of rotation chair-induced nausea on taste perception, the taste test was performed one day without preceding rotation and the other day with preceding rotation. The taste test was based on strips of filter paper impregnated with four concentrations of the four basic taste qualities sweet, sour, salty and bitter.
Significant differences between the two groups motion sickness-susceptible and motion sickness-resistant were found for all the rotation times and for the rating of motion sickness. Although we could not demonstrate that the physiological responses after body rotation vary between the two groups, a decrease in blood pressure and pulse rate was observed in both groups. This could be explained by the same rating of vertigo in both groups, which causes  a decrease of blood pressure.
Indications to correlation between the taste sensitivity and the susceptibility to rotation became apparent in a lower rotation time in the group of the tasters compared to the group of the non-tasters. The hypothesis that motion sickness-susceptible subjects differ from motion sickness-resistant subjects in regard to their sensitivity of taste could not be confirmed. Changes in taste perception and taste recognition threshhold after the rotation procedure could not be detected neither in the total control sample nor in the groups of motion sickness-susceptible nor of motion sickness-resistant subjects.
The present study does not reveal any association between rotation chair-induced nausea and alterations in taste sensitivity. Further studies may be necessary to understand the links between taste perception, nausea and vomiting."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/45924/pdf/Dissertation.maier.pdf?sequence=1&isAllowed=y
Neurophysiological bases of visual-induced tactile empathy	"The phenomenon of activating an observer´s somatosensory brain areas by watching another person being taktilely stimulated is called tactile empathy. Recent studies (Keysers et al. 2004, Avenanti et al. 2005) show that the observation of touch, produces a significant activation of contralateral primary somatosensory and bilateral secondary somatosensory cortex as there are Brodman area (BA) 1,2,3a and 3b (S1) as well as BA 40 and 43 (S2). Other studies (Singer et al. 2004) which examine brain activity within observing painful stimuli suggest that empathy for pain involves not only sensory but also affective components of the pain matrix like anterior cingulate cortex (ACC) and bilateral anterior insula (AI). This magnetencephalography (MEG) study aimed to clarify the neurophysiology behind painful and non-painful tactile empathy.

We investigated pain-empathy in 32 healthy couples (age 19-58 years) under the assumption that couples are likely to feel empathy for each other. We assessed brain activity in the female partner while watching the right hand of their partner receiving painful stimuli. At the same time we applied non-painful pneumatic stimuli to the females lip and index finger to release a characteristic brain answer in the MEG.  The change of this background activity by observing painful tactile stimuli to the partner and simultaneously receiving non-painful stimuli was of special interest. The couples were equally divided in two test groups of 16 couples each. The two groups were differently informed about the tactile stimuli, which their partner received. In a test that was rum before the experiment, one group of subjects experienced the tactile painful stimulus itself, the other group only got a description of the stimulus. The goal of these experiments was to determine the modulation of brain activity for painful and the non-painful events for the two groups of subjects. In order to correlate changes in brain amplitudes participants were asked to rate the pain their partner has felt on an analogous pain rating scale (0-10).

During the observation of painful stimulation the amplitude of the background brain activity in primary somatosensory areas, particularly the brain activity of the pneumatic index finger stimulation was significantly decreased compared to the non-painful situation. An attentional effect can be excluded, because there was no decrease detected in the lip activity. The activity decrease was significantly larger in the group, which percepted the stimulus before, than in the group, which got just a description of it. Though the last one rated the pain their partner received significantly higher (4,5) than the perception group (3,4).   

We conclude empathy for pain in observing painful stimulation is 
associated with activation of mirror neurons depending on the parts of the body, which are stimulated. We assume that it can be lead back to repetitive suppression. Very important for empathy is the knowledge about the stimulation. Observation of preliminarily percepted pain activates more primary somatosensory brain areas whereas observation of reported feelings is proceeded in higher cognitive areas and involves affective components of pain matrix. The results are discussed in
the context of recent findings on empathy in pain."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/45917/pdf/Doktorarbeit_Karla_Kilzer_PDF.pdf?sequence=1&isAllowed=y
Effects of 48 hours lasting abstinence from food on smell and taste of healthy female subjects	"Until now, there is only less information for smell and taste in combination with fasting concerning the current state of research in chemosensitivity.
The basic research study ‘Fastenstudie 2008’ was performed on healthy female subjects at the department of psychosomatic medicine and psychotherapy of the medical university hospital of Tübingen. This monocentric, experimental controlled pilot study investigates the effects of 48 hours lasting complete abstinence of food on psychic conditions, different bodily functions and performance. This dissertation focuses on the changes of smell and taste during fasting.
16 healthy, young (18 to 28 years), normal weight (BMI 19 to 25 kg/m²) female subjects were examined. Within three days each subject was investigated three times (baseline – after 24 hours – after 48 hours). Only the consumption of water and unsweetened tea was permitted during the whole study.
The measurements were performed under standardized conditions in a laboratory of the department of psychosomatic medicine and psychotherapy in Tübingen. For determining a score to quantify odor threshold, discrimination, identification and general smell, the clinical validated ‘Sniffin’ Sticks®’ were used in each test. Furthermore, the identification thresholds of the different taste qualities sweet, sour, salty and bitter were determined and a total score of taste was generated by using the ‘Taste Strips®’, which are clinical validated, too. 
Analysis was performed in using ANOVAs and t-tests, which were calculated by the help of the well-established statistics program SPSS®.
There were no statistical significant changes concerning neither the results of smell nor the results of the taste qualities sweet, sour and salty during the 48 hours lasting abstinence of food. However, the identification threshold of the taste quality bitter has significantly improved during the fasting period. The identification thresholds of the taste quality bitter were dependent on age, BMI and hormonal contraception.
Regarding the results of this dissertation and the current state of research we conclude that complete abstinence of food in a period of 48 hours clearly influences the identification threshold of the taste quality bitter. This influence varies with regard to age, BMI and hormonal contraception.
To confirm and to expand these findings in the future, it is necessary to design bigger and longer follow-up studies firstly continuing on healthy subjects. Having a better understanding about the physiological processes, it will be possible to explain the pathogenetic mechanisms of eating disorders."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/45927/pdf/Dissertation_Anna_Seifert.pdf?sequence=1&isAllowed=y
Ex vivo characterization of a hybrid system of internally CO2-cooled bipolar cryo RF applicator	"Purpose: In the treatment of liver tumors minimally invasive therapies increasingly to the fore. The most commonly used methods include radiofrequency ablation (RFA). The current RF ablation systems are monopolar, bipolar or multipolar, and also differ in the cooling systems. These are open or closed fluid perfused to achieve an increase in the length of the short axis of the ablation zone. On the basis of ex vivo bovine liver experiments, a hybrid system of internally CO2-cooled bipolar cryo RF applicator is characterized, particularly with regard to the results for the short axis.

Materials and Methods: During the bovine liver various combinations of power, gas pressure and ablation time are evaluated. The ablation time was between 5min, 10min, 15min and 20min. The gas pressure varied between 500psi, 525psi, 550psi, 575psi and 600psi. The power was changed in the range of 20 to 50 watts. The resulting ablation zones were measured; these values were recorded as long and short axis. The shape factor is the result of the ratio of long axis and short axis [= sf (a) / (b); (a) = long axis (b) = short axis], which gives information about the shape of the ablation. If the shape factor = 1, the ablation zone is spherical.

Results: 
Out of the combinations above, the ablation time of 15 minutes shows the best results, while at the same time also being a clinically acceptable treatment time. A homogeneous ablation zone with a maximum short-axis length of 44-38 mm is achieved with the combination 600 psi and 46-50 watts or 550 psi and 42-44 watts. The shape factor was 1.3 in these settings.

Conclusions:

(1) Ex vivo coagulation combined with RF technology and cryogenic cooling are possible.
(2) The gas cooling leads to a prolonged application time and a higher energy input and thus to larger ablation zones.
(3) Choosing the right parameters is crucial in this system (risk of over-cooling versus carbonization on the other side)."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/45925/pdf/02Doktorarbeit.pdf?sequence=1&isAllowed=y
The MRKH syndrome: Clinic, analysis of misdiagnosis and development of a guideline for differential diagnosis and for avoiding malpractice	"Timely and accurate clinical diagnostics is crucial for women with MRKH syndrome for dealing with subsequent mental stress factors such as disability to cohabitation and infertility, and for the application of modern treatment methods that allow women to have a sexually active life. This study of 183 patients shows that around 60% of MRKH-patients is initially incorrectly or delayed diagnosed and a third of them receive the wrong treatment. On average, more than eight months passed between the first visit to a gynecologist and diagnosis. A quarter of patients is treated with hormone preparations with the aim of inducing  menarche, and at 9% even invasive treatment such as hymen incision is carried out. 
That is why sensitizing medical education and clinicians more for the MRKH syndrome and a implementing a standardized diagnostic procedure seems fundamental. The diagnostic guide presented in this study is based on the main symptoms of MRKH syndrome, ""Asymptomatic Amenorrhea and  Aplasia"". In diagnostic process, one should focus particularly symptoms and procedures which allow differential diagnosis. With regard to related malformations of urogenital organ structures, this study chows significant relations.  The most common combined malformation is renal agenesis, combined with a elevated ovary, a hypo- or aplastic tube and a lack of uterine bud – usually on the left side. These observations could allow new insights into the pathogenesis of MRKH Permit during the embryonic phase."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/45952/pdf/Dissertation_Bungartz.pdf?sequence=1&isAllowed=y
Comparison of quality of life and functional outcome after amputation and limb salvage surgery of sarcoma	"objective: Purpose of the study is to compare the alternative approaches amputation and limb salvage surgery regarding postoperative quality of life and functionality of patients with sarcoma and to conclude therapy recommendations.

participants and methods: 43 patients who have got their surgical intervention between February 8, 1990 and June 30, 2007 in the university hospital of orthopedics Tübingen, did participate in the study. 13 patients are part of the amputation group and 30 patients of the limb salvage group. The average follow-up is 7,8 years. The quality of life was measured with the modified Short Form (SF) – 36 Health Survey and the functionality with the Functional Independence Measure (FIM) and Musculoskeletal Tumor Society (MSTS) Score.

results: With regard to the postoperative quality of life there was no significant difference found between the two therapy groups. However the functionality at the time of the study in the limb salvage group showed a significant (p < 10-4) higher functional level. But the risk of tumor recurrence and follow-on operation was 3,65 respective 3,67 times higher at limb salvage surgery.

conclusion: For both therapy groups advantages have been detected, but no general superiority of one of these operation methods has been found. The results of the study should be analysed locking on their single aspects and used to individual advise and therapy suggestion. In this individual advise the doctor should discuss and assess the single advantages and disadvantages of the alternative surgery with the patient."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/45908/pdf/Dissertation.pdf?sequence=1&isAllowed=y
Sonographic Criteria for the Differentiation of Benign and Malignant Breast Lesions using Real-Time Spatial Compound Imaging in Combination with XRES Adaptive Image Processing	"PURPOSE: The purpose of the study was to analyze sonographic criteria for the differentiation of benign and malignant breast lesions using real-time spatial compound imaging (CT) in combination with adaptive image processing (XRES).

MATERIALS AND METHODS: In a retrospective analysis of 460 patients, the sonographic criteria: shape, orientation, margin, echo pattern and posterior acoustic features were determined using CT and XRES. All investigations were performed using a 12 MHz linear transducer. The findings were classified according to the DEGUM criteria analogous to BIRADS and were histologically confirmed by core needle or vacuum biopsy. Statistical analysis was performed using a Chi-square test, logistic uni- and multivariate regression analysis and an ROC-curve analysis to detect the false-positive rate.

RESULTS: All investigated diagnostic criteria were significant in the descriptive analysis (Chi-squared). The multivariate analysis showed that the criteria of irregular shape versus round, and not circumscribed margin versus circumscribed margin as well as the posterior acoustic features of enhanced versus reduced have a significant influence on the prediction of a malignant finding. The univariate analysis also showed a statistical significance using the indifferent and not parallel orientation versus parallel. To attain a detection rate of > 95 %, a false-positive rate of 60 % must be expected.

CONCLUSION: This study shows that when using CT in combination with XRES, the analyzed sonographic criteria for the differentiation of benign and malignant breast lesions are still of diagnostic value. In particular, the shape, margin and posterior sonographic features are important."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/45875/pdf/Druckfreigabe_PDF_25.07_korr.pdf?sequence=1&isAllowed=y
Modification of foot dimensions and wear comfort by optimal matched footwear of industrial employees	"Study aim: Deformed feet and related disorders can recover and regress by well adapted footwear after 6 months up to 4 years. So far it remained open whether remissions can occur already after shorter periods. Moreover it is essential to clarify whether potential effects can be detected morphologically or if they are changes of fit and discomfort subjectively perceived. 

Method: In a randomised controlled trial a group of 24 workers, aged 18 to 55 years, wore footwear which has been individually matched before, over a period of 1 to 3 months. Matching of shoes followed a method which has been developed for this study. A control group of 30 test persons continued to wear their own shoes. Before and after the trial feet were measured with a 3D scanner and the subjective feeling of feet and shoes was determined.

Results: After the intervention period of 1 to 3 months, the results do not show detectable changes of foot dimensions for the interventional group compared to the control group. Furthermore results indicate that footwear matched according to the method developed did not ameliorate the subjective fit and feeling nor the feet health status over the period monitored. Rather, the interventional group’s health status worsened significantly. The fitment method used leaves room for further development."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/45883/pdf/Dissertation_Andrea_Gerst_2011.pdf?sequence=1&isAllowed=y
Options in the immunsupressive treatment of inflammatory bowel disease	"Background
Up to 50% of patients suffering from chronic inflammatory bowel disease (Crohn’s Disease and Ulcerative Colitis) require an immunsupressive treatment. The established treatments are limited due to their efficacy or due to adverse side effects.

Aims and methods
The objective of this study was to examine potential alternatives for the treatment of  inflammatory bowel disease (IBD) when the established treatments failed. 
In detail, we examined the following matters:
1) Tolerance and efficacy of 6-mercaptopurine (6-MP) when patients show an azathioprine intolerance.
2) Tolerance and efficacy of infliximab when the treatment with tacrolimus failed (and vice versa) for patients with Ulcerative Colitis. 
3) Tolerance and efficacy of leflunomide as a third-line therapy when the treatment with azathioprine and methotrexate failed.
We identified 110 IBD-patients at the Robert-Bosch-Hospital in Stuttgart that were eligible for our study. 74 IBD-patients received 6-MP after they showed an azathioprine intolerance. 27 patients with Ulcerative or indeterminate Colitis have been treated with infliximab (tacrolimus) after having showed a tacrolimus (infliximab) intolerance. Nine patients with azathioprine and methotrexate intolerance received leflunomide as a third-line therapy.

Results
1) For 41% (30/74) of the patients suffering from an azathioprine intolerance the switch to 6-MP was successful without any new side-effects. In 57% (17/30) of the cases the change to 6-MP had positive long-term effects. Patients with side-effects (even to 6-MP) had in approximately 50% of the cases new or additional side-effects.
2) 30% of patients (8/27) achieved a remission after an inefficient treatment with tacrolimus/infliximab or vice versa.
3) Only one out of nine patients benefited from a third-line therapy with leflunomide. Six out of nine patients had adverse side effects that lead to an abortion of the treatment.

Summary
6-MP is a good alternative for nearly half of the IBD-patients suffering from an azathioprine intolerance. 
Infliximab (tacrolimus) showed long-term remission for a third of the colitis ulcerosa patients that have been prior treated unsuccessfully with tacrolimus (infliximab). The risk of an escalation of the immunsupression has to be carefully considered.
Leflunomide should only be an option in some particular cases of patients failed to azathioprine and methotrexate."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/45872/pdf/Dissertation_Daniel_korrigiert_13.07.11_endgueltig.pdf?sequence=1&isAllowed=y
Morphologic and immunohistochemical analysis in proliferation and apoptosis after thermic stress in skin	The pathophysiological reason for decelerated healing of burned wounds is at the momemt open. The analysis shows activated proteins of the apoptosis cascade in burned wounds. An introduction of apoptosis about a stop of cell cycle couldnt be found. The diminished index of proliferation in burned wounds seems to be correlated with a diminished number of vital keratinocytes.	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/45846/pdf/Dissertation.pdf?sequence=1&isAllowed=y
Study of the incidence of an emergence delirium in the PACU in children after adenotomy with or witout myringotomy depending on the perioperative use of different opioids	In children after general anesthesia is an emergence delirium in the PACU still an unsolved problem. The ethiology remains unclear until today. Points of discussion are multiple influences such as age, kind of operation, kind of narcosis, temper of the child and setting and situation of the operation as causes for an emergence delir. In this investigation we have studied the incidence of an emergence delir depending on the opioid used for narcosis. The result showed a clear advantage for the use of a longer acting opioid such as Sufentanil instead of a short acting opiod such as Alfentanil.	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/45860/pdf/DruckversionDissertationClassen.pdf?sequence=1&isAllowed=y
Psychosocial Adaptation in spinal cord injury	"Psychosocial adaptation in patients with high spinal cord injury:
Social support and independence are very important coping strategies. Independence is the best coping strategie to low depression. Life qualitiy is not significant lower than in health people. Social support is a negative prädoctor for life quality."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/45773/pdf/Doktorarbeit_Daniela_Druckversion_27.12.2010.2010.pdf?sequence=1&isAllowed=y
Mislocalization of near-threshold tactile stimuli	Principles of brain function can be disclosed by studying their limits during performance. Tactile stimuli with near-threshold intensities have been used to assess features of somatosensory processing. When stimulating fingers of one hand using near-threshold intensities, localization errors are observed that deviate significantly from responses obtained by guessing - incorrectly located stimuli are attributed more often to fingers neighbouring the stimulated one than to more distant fingers. Two hypotheses to explain the findings are proposed. The 'central hypothesis' posits that the degree of overlap of cortical tactile representations depends on stimulus intensity, with representations less separated for near-threshold stimuli than for suprathreshold stimuli. The 'peripheral hypothesis' assumes that systematic mislocalizations are due to activation of different sets of skin receptors with specific thresholds. The present experiments were designed to decide between the two hypotheses. Taking advantage of the frequency tuning of somatosensory receptors, their contribution to systematic misclocalizations was studied. In the first experiment, mislocalization profiles were investigated using vibratory stimuli with frequencies of 10, 20 and 100 Hz. Unambiguous mislocalization effects were only obtained for the 10-Hz stimulation, precluding the involvement of Pacinian corpuscles in systematic mislocalization. In the second experiment, Pacinian corpuscles were functionally eliminated by applying a constant 100-Hz vibratory masking stimulus together with near-threshold pulses. Despite masking, systematic mislocation patterns were observed rendering the involvement of Pacinian corpuscles unlikely. The results of both experiments are in favor of the 'central hypothesis' assuming that the extent of overlap in somatosensory representations is modulated by stimulus intensity.	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/45765/pdf/Doktorarbeit_Effi_Eisele_Dezember_2010_ohne_CV.pdf?sequence=1&isAllowed=y
Advantages of recent MRI sequences in the diagnostic of syringomyelia	"Purpose: The aim of this study was to show, whether recent MRI sequences like 3D constructive interference in steady-state (3D-CISS) or flow-sensitive CINE-sequences can provide a better quality in diagnostic and treatment of syringomyelia. Furthermore it should clarify whether the result of the MRI scans i.e. the volume or location of the syrinx cavity correlate with the condition and prognosis of the patient.  

Materials and methods: 60 Patients with syringomyelia, ascertained by MRI scans were included. They were recruited at the University Hospital of Tübingen via the outpatients clinic for syringomyelia and Chiari-Malformation. For evaluation of the patients history and condition,  medical records and specific questionnaires were used. MRI scans with T1, T2, 3D CISS and CINE sequences of the spine were acquired of all sixty patient. 

Results: MRI scans with 3D-CISS technique provide considerably better delineation of subarachnoidal pathologies than T1 and T2 sequences. Besides a superior demonstration of arachnoidal adhesions and intracavitary adhesions, 3D-CISS provides a better contrast between the myelon and the syrinx  compared to the T2 sequences (p<0.05). However, due to longer acquisition time 3D-CISS is more prone to movement artifacts. The flow-sensitive CINE MRI sequences can reliably detect disturbances of cerebrospinal fluid (CSF) -flow. Patients with subarachnoidal adhesions present significantly more often disturbances of the spinal CSF flow. 
We found few significant correlations between the patients clinical condition and the results of the MRI scans. Patients with an extensive syrinx suffer frequently from paresis (p<0.01).

Conclusion: We found several advantages of 3D-CISS and CSF-flow sensitive sequences  in the diagnostic and treatment of syringomyelia. They provide a better demonstration of underlying pathologies, although they cannot predict the further progress of the disease. The time since onset of the syringomyelia and pre-existing diseases of the patients appear to have a major influence on present clinical condition."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/45788/pdf/dissertation.pdf?sequence=1&isAllowed=y
The effect of the surface geometry of bipolar vessel sealing forceps on the quality of thermal fusion application on renal arteries and small bowel tissue	"Today electric thermal fusion is a well-established method to reliably stop intraoperative bleeding. Different parameters have an impact on the quality of haemostasis. The intention of the conducted study was to evaluate the effect of different surface structures of coagulating forceps on the outcome and quality of vessel sealing.
Therefore, ERBE, Tübingen, Germany, developed prototypes, PT, with varying surface topology. The BiClamp® 200C, SBC, presented the reference model. A special experimental set-up was developed to keep influencing factors constant whilst the measurements took place.
The most important evaluated parameter was the so-called Burst Pressure, BP. Here, increasing pressure was implemented upon the sealed tissue with a physically saline solution until the seal would fail. A successful ligation was defined as the ability of a sealed porcine renal artery to withstand a pressure of 250 mmHg over 2 minutes or as the ability of a sealed porcine small bowel to withstand a pressure of 30 mmHg over 2 minutes. Minor parameters were the maximum temperature, the tissue shrinkage, the size of the thermal spread, the time of activation and the energy per electrode surface area.
The experiments on renal arteries showed that prototype 8 und 10 had the most reliable results. With 100% and respectively 95% they achieved a high quota of successful vessel seals as well as the highest mean Burst Pressure (PT8=852±176mmHg and PT10=830±195mmHg). However, the results are not significantly (p>0,05) distinguishable from the results of the SBC (reference instrument) with 856±185mmHg. No clamp with a newly structured surface was superior to the reference instrument.
During the experiments with small bowel tissue prototype 5 (145±55mmHg) and 9 (125±30mmHg) had approximately the same high-level mean Burst Pressure as the SBC (134±17mmHg). Therefore no statistically significant difference (p>0,05) could be detected. All other prototypes revealed significantly lower Burst Pressures (p less or equal 0,05) in comparison to the SBC. PT6, PT8 and PT10 actually performed 100% successful vessel ligations. However the Burst Pressure measurements amounted only from 90±22 to 99±26 mmHg. Thus the measured parameters were not superior to the SBC.
A differentiated consideration leads to the conclusion that the successful geometries differ as they are utilized on either small bowel or renal arteries. This should point out the possibility to optimize the instruments and high-frequency electrosurgical systems according to their focus on different tissues. There is no correlation between the single minor parameters and the height of the Burst Pressure. Therefore, the presented work demonstrates the big variation in the designing of the surface of forceps, e.g. the possibility to create smaller and slenderer instruments with comparable results in thermal fusion."	https://tobias-lib.uni-tuebingen.de/xmlui/bitstream/handle/10900/45752/pdf/Doktorarbeit_C.Brodbeck_Bib.pdf?sequence=1&isAllowed=y
