Dokument-ID	Dokumenttyp	Verfasser/Autoren	Herausgeber	Haupttitel	Abstract	Auflage	Verlagsort	Verlag	Erscheinungsjahr	Seitenzahl	Schriftenreihe Titel	Schriftenreihe Bandzahl	ISBN	Quelle der Hochschulschrift	Konferenzname	Quelle:Titel	Quelle:Jahrgang	Quelle:Heftnummer	Quelle:Erste Seite	Quelle:Letzte Seite	URN	DOI	Abteilungen
OPUS4-47471	Vollst�ndige Ausgabe (Heft) einer Zeitschriftenreihe	Kann, Oliver; Schwarz, Michael; Dethloff, Andreas; Mende, Volker; Thiele, Andrea; Meumann, Markus; Rous, Anne-Simone	Kann, Oliver; Schwarz, Michael	Milit�r und Gesellschaft in der Fr�hen Neuzeit = Themenheft: Milit�risches Wissen vom 16. bis zum 19. Jahrhundert	Milit�rgeschichte und Wissensgeschichte bilden zwei in den vergangenen Jahrzehnten international prosperierende Forschungsfelder, die bislang aber selten miteinander in Dialog getreten sind. Das Themenheft nimmt dies zum Anlass, exemplarisch die Potentiale wissensgeschichtlicher Perspektiven f�r die (fr�h-)neuzeitliche Milit�rgeschichte auszuloten und dabei zugleich den bislang oft unreflektierten Z�surcharakter der Jahre um 1800 kritisch zu beleuchten. Gab es eine eigene milit�rische Wissenskultur oder inwieweit partizipierte das Milit�r an den zivilen Wissenskulturen seiner sozialen Umwelt? Welche Akteure, welche Praktiken und welche Medien spielten eine Rolle bei der Verwissenschaftlichung des Milit�rischen im Wandel von der Kriegskunst zur Kriegswissenschaft? Gerade der geweitete analytische Horizont der Wissensgeschichte erm�glicht es, der Vielfalt der Wissensformen Rechnung zu tragen und entsprechende Entwicklungen angemessen in ihren historischen Kontexten zu verorten. Dar�ber hinaus bietet der epochen�bergreifende Zuschnitt die Chance, nicht nur Br�che, sondern auch m�gliche Kontinuit�ten zwischen fr�hneuzeitlichem und neuzeitlichem Milit�rwesen sowie dessen Beziehungen zum Wissen aufzuzeigen und etwaige Ungenauigkeiten oder historiographisch bedingte Verk�rzungen durch neue Akzentsetzungen zu korrigieren.		Potsdam	Universit�tsverlag Potsdam	2021	233		22	978-3-86956-495-1					 			urn:nbn:de:kobv:517-opus4-474718	10.25932/publishup-47471	Arbeitskreis Milit�r und Gesellschaft in der Fr�hen Neuzeit e. V.
OPUS4-47641	Masterarbeit / Diplomarbeit	Seidel, Maria		Arbeit, Religion, Ruf	Die Arbeit als Dienstm�dchen stellte im Europa des 19. Jahrhunderts die weitverbreitetste Erwerbs�t�tigkeit von Frauen dar. Oft erwies sie sich als die einzige M�glichkeit, trotz mangelnder Schulbildung und fehlender beruflicher Qualifikationen einen Lebensunterhalt zu bestreiten. In der Regel bewarben sich junge M�dchen, die vor der Gr�ndung eines eigenen Haushalts Geld verdienen wollten. Aber auch �ltere Frauen, die unverheiratet blieben, waren teils ihr Leben lang auf den Beruf als Dienstbotin angewiesen. In den j�dischen B�rgerhaushalten der Niederlande, insbesondere in den zu dieser Zeit bl�henden j�dischen Gemeinden in Amsterdam und anderen Gro�st�dten, sah dies nicht anders aus. Auch dort putzten, kochten und stickten Dienstm�dchen. Sie nahmen sich der Kindererziehung an und interagierten mit Kolleg�Innen und ArbeitgeberInnen. Vor allem wegen eines Mangels an schriftlichen Quellen ist bisher jedoch wenig �ber dieses Kapitel j�discher und weiblicher Erwerbsgeschichte bekannt. Die vorliegende Studie wirft mit Hilfe von Stellenanzeigen f�r und von j�dischen Dienstm�dchen Licht auf diese Berufsgruppe in den Jahren zwischen 1894 und 1925. Es wird ein Korpus von 540 Inseraten aus der vielgelesenen niederl�ndischen Wochenzeitung Nieuw Israelietisch Weekblad diskursanalytisch untersucht, was neue Erkenntnisse �ber Leben und Arbeit der Dienstbotinnen zu Tage f�rdert. Die Anzeigen thematisieren sowohl das gesellschaftliche Ansehen der Frauen, ihre Aufgaben, Qualifikationen und finanziellen Anspr�che sowie ihre Religiosit�t. Durch einen Vergleich von Anzeigen aus drei Jahrzehnten kann die Studie aufzeigen, wie sich Einstellungen gegen�ber dem Dienstm�dchenberuf ver�nderten und sowohl Angestellte als auch ArbeitgeberInnen im Laufe der Zeit neue Ma�st�be an die h�usliche Arbeit anlegten.		Potsdam	Universit�tsverlag Potsdam	2021	117	Pri ha-Pardes		978-3-86956-497-5					 14			urn:nbn:de:kobv:517-opus4-476411	10.25932/publishup-47641	Vereinigung f�r J�dische Studien e. V.
OPUS4-50432	Wissenschaftlicher Artikel	Warnking, Pascal	Rollinger, Christian	Talking Stones - Ein besonderer Audio-Guide zu den antiken St�tten in Trier	This work journal recounts the experiences of a project undertaken with students of the University of Trier over the course of two semesters. The project attempted to design and produce an innovative audio guide pertaining to the cultural heritage of the Roman city, with students gauging market opportunities, writing a business plan, researching information and producing content for the audio guide. The work created, &#8222;Talking Stones" (https://www.talking-stones.de/), takes the listener on a tour of Roman Trier embedded in a literary narrative and is available via download on Google Play and the Apple App Store.				2021	20	thersites 12	2020						 12	116	135		10.34679/thersites.vol12.110	Historisches Institut
OPUS4-50436	Wissenschaftlicher Artikel	Reinard, Patrick	Rollinger, Christian	Rezension von Kristopher F.&#8239;B. Fletcher/Osman Umurhan (eds.): Classical Antiquity in Heavy Metal Music					2021	10	thersites 12	2020						 12	140	149		10.34679/thersites.vol12.188	Historisches Institut
OPUS4-50341	Wissenschaftlicher Artikel	Carl�-Uhink, Filippo		Ein Schierlingsbecher oder ein Sprung ins Barathron?	Der Aufsatz behandelt die drei unterschiedlichen Hinrichtungsformen, die im 5. und 4. Jahrhundert v. Chr. in Athen angedroht wurden: apotympanism�s , Sturz ins Barathron und Schierling. Eine solche Untersuchung verspricht reichen Aufschluss �ber die demokratische Ideologie, die entsprechenden Diskurse und ihre stetige Verst�rkung durch Prozesse und Bestrafungen. Der Aufsatz vertritt dabei die These, dass eine chronologische Analyse dieser Hinrichtungsformen einen wichtigen und bisher unerforschten Beitrag zur Debatte �ber Kontinuit�t und Diskontinuit�t in der athenischen Demokratie vor und nach der Tyrannis der Drei�ig leisten kann. Er zeigt, dass die Formen, in denen die Todesstrafe angedroht wurde, das Ausma� der �nderungen in den Diskursen in der und �ber die athenische Demokratie nach der Niederlage im Peloponnesischen Krieg erkennen l�sst. Die Unterschiede in den Exekutionsformen k�nnen einen wichtigen Beitrag zum Verst�ndnis der Verschiebung des Begriffes der &#8222;Gleichheit" vom 5. ins 4. Jahrhundert v. Chr. leisten.		Berlin	De Gruyter	2021	35	Historische Zeitschrift	321						 2	296	331		https://doi.org/10.1515/hzhz-2021-0007	Historisches Institut
OPUS4-49953	Dissertation	Ortmayr, Eva		Zur Planung und Durchf�hrung von Lernprozessen am Beispiel von Schauspielern	Die vorliegende Studie besch�ftigt sich mit der Planung und Durchf�hrung des Lernprozesses von Schauspielern, wobei das Hauptaugenmerk auf dem Einsatz von Lernstrategien liegt. Es geht darum, welcher Strategien sich professionell Lernende bedienen, um die f�r die Berufsaus�bung erforderliche Textsicherheit zu erlangen, nicht um die Optimierung des Lernerfolges. Die Literaturrecherche machte deutlich, dass aktuelle Studien zum Lernen von Erwachsenen vor allem im berufsspezifischen Kontext angesiedelt sind und sich auf den Erwerb von Kompetenzen, Probleml�sestrategien und gesellschaftliche Teilhabe beziehen. Dem Lernen von Schauspielern liegt aber keine Absicht einer Verhaltens�nderung oder eines konkreten Wissenszuwachses zugrunde. F�r Schauspieler ist der Auftritt Bestandteil ihrer Berufskultur. Angesichts der Tatsache, dass pr�zisem Faktenwissen als Grundlage f�r kompetentes, �berzeugendes Pr�sentieren entscheidende Bedeutung zukommt, sind die Ergebnisse der Studie auch f�r Berufsgruppen relevant, die �ffentlich auftreten m�ssen, wie z. B. f�r Priester, Juristen und Lehrende. Das gilt ebenso f�r Sch�ler und Studenten, die Referate halten und/oder Arbeiten pr�sentieren m�ssen. F�r die empirische Untersuchung werden zw�lf renommierte Schauspieler mittels problemzentriertem Interview befragt, anschlie�end wird eine qualitative Inhaltsanalyse durchgef�hrt. In der Auswertung der Daten kann ein deutlicher Zusammenhang zwischen K�rper und Sprechpraxis nachgewiesen werden. Ebenso ergibt die Analyse, wie wichtig Bewegung f�r den Lernprozess ist. Es k�nnen Ergebnisse in Bezug auf kognitive, metakognitive und ressourcenorientierte Strategien generiert werden, wobei der Lernumgebung und dem Lernen mit Kollegen entscheidende Bedeutung zukommt.				2021	263								 			urn:nbn:de:kobv:517-opus4-499538	10.25932/publishup-49953	Department Erziehungswissenschaft
OPUS4-49138	Arbeitspapier	Apelojg, Benjamin; Bosse, Stefanie; Geschke, Doreen; Hausner, Christian; Jennek, Julia; Liebner, Saskia; Lipka, Marlies; Marx, Alexandra; Pl�tner, Kathleen; Reimann, Christina; Sievert, Florian; Sp�rer, Nadine; Teke, G�lay; V�lkner, Katrin; Wabnitz, Juliane; Waschke, Lene; Zielke, Sonja; Zrenner, Laura	Sp�rer, Nadine; V�lkner, Katrin	Rahmenkonzept der Universit�tsschule Potsdam	Das Rahmenkonzept der Universit�tsschule Potsdam beschreibt die Wertegrundlage und das p�dagogisch-didaktische sowie das wissenschaftliche Fundament einer zu gr�ndenden Universit�tsschule Potsdam. Wie andere Universit�tsschulen soll sich auch diese Schule durch eine enge und institutionalisierte Beziehung zwischen Schule und Universit�t auszeichnen, die den st�ndigen Wissenstransfer zwischen Schulpraxis, Wissenschaft, Lehrkr�ftebildung und Schulverwaltung unterst�tzt. Das Rahmenkonzept legt die Grundlagen f�r eine inklusive Schule, deren Sch�ler:innen einen Querschnitt der Gesellschaft abbilden, und die in ungleichheitssensiblen Bildungsangeboten alle Bildungsabschl�sse des Landes Brandenburg anbietet. Die Universit�tsschule soll den starken Segregationsprozessen in Potsdam entgegenwirken. Im Leitbild werden die Grundwerte (Nachhaltigkeit, Inklusion und Bildungsgerechtigkeit, Menschenrechte und Demokratie, Gemeinschaft, Ganzheitlichkeit) und die Bildungsziele (Transferf�higkeit, kritisch-reflexives Denken und lebensbegleitendes Lernen, Diversit�tsbewusstsein und Transkulturalit�t, Selbstkompetenz und Beziehungskompetenz, Kulturtechniken und digitale Kompetenz) der Universit�tsschule dargestellt. Das P�dagogische Konzept veranschaulicht, wie Werte und Bildungsziele in den Bereichen Schulform, Schulkultur, Lernkultur sowie Lernorte und Lernumgebung ausgestaltet werden k�nnen. Schlie�lich wird die Universit�tsschule als lernende und lehrende Institution beschrieben, die ein Ort des Transfers von Bildungsinnovationen ist. Daf�r soll eine Transferwerkstatt in der Schule verankert werden, die den Wissensaustausch der schulrelevanten Akteur:innen unterst�tzt und gestaltet.				2021	46								 			urn:nbn:de:kobv:517-opus4-491380	10.25932/publishup-49138	Institut f�r Romanistik
OPUS4-50421	Wissenschaftlicher Artikel	Steffensen, Nils	Rollinger, Christian	Ruhm, Ide(ologi)e, Macht	The first Hollywood film adaptation of Alexander the Great is Robert Rossen's 1956 movie. Classicists have primarily been concerned with errors of historicity, Alexander's assumed tragic traits, and rather associative conclusions concerning the movie's political implications. This paper raises the question of Rossen's depiction of Alexander's motives and aims. His assessment of the king is surprisingly complicated. Therefore, for the first time, Rossen's interview comments on Alexander are analysed comprehensively and systematically. Furthermore, it is shown that neglected sources are central to the plot. Finally, the film is interpreted against the backdrop of Rossen's oeuvre. It can be demonstrated that Rossen's issue is the problem of ideology. He seeks a redefinition of glory. Military success is only an excuse for the pursuit of mere power. For Rossen, however, the true fame is nothing but the benefit of the people. It took a long time for Alexander to realize that his rule was inane, and to reshape his policy. This interpretation is due to fundamental convictions reflected in Rossen's oeuvre as well as to his personal experiences in politics. It is a plea for de-ideologization in times of the Cold War.				2021	37	thersites 12	2020						 12	1	37		10.34679/thersites.vol12.134	Historisches Institut
OPUS4-50422	Wissenschaftlicher Artikel	Ursin, Frank	Rollinger, Christian	&#8222;The mother of chemical peeling" - Oder: Wie Kleopatra zum Bad in Eselsmilch kam	Application areas and drugs of Egyptian, Greek and Roman medi-cine are popular references of research in the field of recent aes-thetic dermatology. There, Cleopatra VII is referred to as "mother of chemical peeling" because she is said to have bathed in donkey's milk. Although extremely popular, there is no ancient source sup-porting Cleopatra's bath in milk. Nevertheless, Poppaea Sabina, the second wife of Emperor Nero, is said to has bathed in donkey's milk to beautify her skin. The aim of the paper is to reconstruct the genesis and develop-ment of the modern myth of Cleopatra bathing in donkey's milk. The origin of this myth can be traced back to the cinema of the 1930s. The result is that in the person of the actress Claudette Colbert her two roles as Cleopatra and Poppaea converged. This convergence was the basis for the popularization of the milk bath by the Cleopat-ra movie of 1963 with Elizabeth Taylor.				2021	33	thersites 12	2020						 12	38	70		10.34679/thersites.vol12.95	Historisches Institut
OPUS4-49789	Dissertation	Dehne, Julian		M�glichkeiten und Limitationen der medialen Unterst�tzung forschenden Lernens	Forschendes Lernen und die digitale Transformation sind zwei der wichtigsten Einfl�sse auf die Entwicklung der Hochschuldidaktik im deutschprachigen Raum. W�hrend das forschende Lernen als normative Theorie das sollen beschreibt, geben die digitalen Werkzeuge, alte wie neue, das k�nnen in vielen Bereichen vor. In der vorliegenden Arbeit wird ein Prozessmodell aufgestellt, was den Versuch unternimmt, das forschende Lernen hinsichtlich interaktiver, gruppenbasierter Prozesse zu systematisieren. Basierend auf dem entwickelten Modell wurde ein Softwareprototyp implementiert, der den gesamten Forschungsprozess begleiten kann. Dabei werden Gruppenformation, Feedback- und Reflexionsprozesse und das Peer Assessment mit Bildungstechnologien unterst�tzt. Die Entwicklungen wurden in einem qualitativen Experiment eingesetzt, um Systemwissen �ber die M�glichkeiten und Grenzen der digitalen Unterst�tzung von forschendem Lernen zu gewinnen.				2021	xvii, 404						Limits and chances of supporting inquiry-based learning with digital media		 			urn:nbn:de:kobv:517-opus4-497894	10.25932/publishup-49789	Institut f�r Informatik und Computational Science
OPUS4-49056	Wissenschaftlicher Artikel	Staats, Ines		Die Juristenprofile der Viadrina 1506-1571	Die ersten 40 Rechtsprofessoren der Viadrina immatrikulierten sich von 1506 bis 1571 in Frankfurt an der Oder. Sie lassen sich in zwei Gruppen einteilen, die von der Gr�ndung der Universit�t 1506 bis 1539 Immatrikulierten und die nach Einf�hrung der Reformation im Kurf�rstentum Brandenburg 1539/40 bis zum Regierungsantritt des Kurf�rsten Johann Georg von Brandenburg 1571 an der Viadrina eingeschriebenen Juristen. Die Profile der vorreformatorischen und der nachreformatorischen Rechtsexperten weisen Gemeinsamkeiten, z.B. die Eheschlie�ung, aber auch Unterschiede auf. Am besten illustriert das Beispiel der Rechtsprofessorendynastien Zoch und K�ppen die "Familienuniversit�t" Viadrina.				2021									 			urn:nbn:de:kobv:517-opus4-490564	10.25932/publishup-49056	Historisches Institut
OPUS4-49073	Wissenschaftlicher Artikel	Hennemann, Anja		Mehr Schein als Sein	In this paper I am concerned with the idiomatic constructions fr. avoir l'air (de) and sp. tener el aire (de). I describe these form-function pairs from a constructionist perspective and analyze them as cases of evidential strategies in French and Spanish.				2021	22								 			urn:nbn:de:kobv:517-opus4-490730	10.25932/publishup-49073	Institut f�r Romanistik
OPUS4-51111	Dissertation	Bayer, Sarah		Die betrugsspezifische Garantenstellung	Die Untersuchung befasst sich mit den umstrittenen Grenzen des Betrugs durch Unterlassen und schafft Klarheit f�r die Praxis, indem die dogmatischen Leitlinien der Rechtsprechung offengelegt werden. Im Zentrum steht dabei die Interpretation der betrugsspezifischen Garantenstellung durch die Judikatur. Nachdem diese sich im Ergebnis nicht mit der vermeintlich vorherrschenden Rechtsquellentrias aus Gesetz, Vertrag und Ingerenz erkl�ren l�sst, wird anhand einer eingehenden Durchsicht der gesamten Betrugsrechtsprechung der Vertrauensgedanke als materielles Kriterium herausgearbeitet und konturiert. Ob hiermit die gesetzgeberische L�cke in � 13 Abs. 1 StGB tats�chlich auf angemessene Art geschlossen wurde, wird abschlie�end kritisch besprochen.		Baden-Baden	Nomos	2021	368	Studien zum Strafrecht ; 110		978-3-8487-8238-3					 					Strafrecht
OPUS4-50511	Bericht	Neuroth, Heike; Straka, Janine; Zeunert, Miriam; Schneemann, Carsten; Hartmann, Niklas; Radtke, Ina		Handlungs- und Implementierungsempfehlungen zum Forschungsdatenmanagement in Brandenburg	Im Projekt &#8222;Forschungsdatenmanagement in Brandenburg (FDM-BB)" wurden grundlegende Erkenntnisse bez�glich der Anforderungen und des Status Quo im Bereich Forschungsdatenmanagement (FDM) an den acht brandenburgischen Hochschulen generiert mit dem Ziel, daraus konkrete Handlungs- und Implementierungsempfehlungen f�r Brandenburg abzuleiten. Mit Hilfe von spezifischen Umfragen (FactSheets, FDM-Palette) an den Hochschulen und Interviews mit den anderen gef�rderten FDM-Bundeslandinitiativen konnte eine Priorisierung der n�chsten Schritte auf dem Weg hin zu einem institutionellen und nachhaltigen Forschungsdatenmanagement identifiziert werden, die jeweils in den Verantwortungsbereichen der folgenden drei Akteursgruppen liegen: Ministerium f�r Wirtschaft, Forschung und Kultur in Brandenburg (MWFK), die einzelne Hochschule und f�r gemeinsame Ma�nahmen die kooperative Umsetzung durch (fast) alle Hochschulen. Zus�tzlich wurden Implementierungsempfehlungen erarbeitet, wie der lokale Kompetenzaufbau an den einzelnen Hochschulen in Brandenburg, die kooperative Bereitstellung landesweit relevanter IT-Dienste und Dienstleistungen sowie die Koordinierung FDM-BB. Ziel ist auch, f�r Brandenburg gemeinsam eine Forschungsdatenstrategie zu formulieren, die alle brandenburgischen Einrichtungen einbezieht und mit Hilfe von kooperativ verteilten Verantwortlichkeiten dem (noch) sehr dynamischen Thema Forschungsdatenmanagement gerecht werden kann.		Potsdam	Universit�tsverlag Potsdam	2021									 			urn:nbn:de:kobv:517-opus4-505117	10.25932/publishup-50511	Extern
OPUS4-50953	Dissertation	Schumann, Kathleen		Der Fokusmarker 'so'			Berlin	de Gruyter	2021	XVII, 299	Linguistik &#8211; Impulse & Tendenzen ; 93		978-3-11-073646-5					 					Institut f�r Germanistik
OPUS4-50969	Dissertation	Zeisberg, Marie-Christine		Ein Rohstoffv�lkerrecht f�r das 21. Jahrhundert	Die gerechte, sichere und nachhaltige Rohstoffverteilung weltweit stellt eine der bedeutendsten Menschheitsaufgaben des 21. Jahrhunderts dar und entscheidet mit ihren Auswirkungen auf Leben, Umwelt und technischen Fortschritt �ber das Schicksal der kontinuierlich wachsenden Weltbev�lkerung. Das Werk untersucht das gegenw�rtige Rohstoffv�lkerrecht, bestehend aus dem Grundsatz der st�ndigen Souver�nit�t �ber nat�rliche Ressourcen, dem WTO-Recht, multilateralen Abkommen sowie Rohstoffkartellen wie der OPEC und kommt zu dem Ergebnis, dass sich der aktuelle Regelungsbestand auf - in der Regel unverbindliche - organisatorische Ma�nahmen und Konsultationen beschr�nkt. Das internationale Wirtschaftsrecht verfolgt einen passiven Ansatz, der der gro�en Relevanz dieses v�lkerrechtlichen Teilgebiets nicht gerecht wird. Vor diesem Hintergrund werden sechs verschiedene juristische L�sungsstrategien erarbeitet und im Anschluss auf ihre politische Realisierbarkeit �berpr�ft. Dabei wird insbesondere auf die Stellung der Entwicklungsl�nder eingegangen, die trotz ihres Rohstoffreichtums bisher nicht von diesem profitieren.		Baden-Baden	Nomos	2021	311			978-3-8487-8069-3					 					B�rgerliches Recht
OPUS4-50880	Konferenzver�ffentlichung	Stillmark, Hans-Christian	Langner, Martin-Maximilian	Mythosgestaltung und Genrewahl in Hebbels Tragikom�die &#8222;Ein Trauerspiel in Sizilien"	Der Beitrag geht mythischen Bez�gen in Hebbels Zeitst�ck "Ein Trauerspiel in Sizilien" nach und entdeckt diese in Bau, Personengestaltung und Symbolik.		Berlin	Weidler Buchverlag	2021	14	Drama, Mythos und Geschichte. Zu Mythoskonzeptionen in den Dramen Friedrich Hebbels		978-3-89693-761-2					 	147	160			Institut f�r K�nste und Medien
OPUS4-50624	Dissertation	Hess, Andreas		Synthese von funktionalisierbaren und abbaubaren Polymersystemen mit Disulfiden	Die vorliegende Arbeit besch�ftigt sich mit der Synthese von Disulfiden, der Thiol-Disulfid Metathesereaktion als M�glichkeit, Polymere zu funktionalisieren, und der Synthese von Polydisulfiden. Im ersten Teil der Arbeit wird die Aminolyse von RAFT-Polymeren und die Abh�ngigkeit der Polymer-Polymer Disulfidbildung von der Molmasse untersucht. Dabei wurde durch die Aufnahme von Reaktionskinetiken mittels Gel-Permeations-Chromatographie (GPC) festgestellt, dass je l�nger die Polymerketten sind, desto weniger Disulfid Polymerkopplung tritt auf. RAFT-Polymere werden oft genutzt, um die RAFT-Polymer Endgruppe nach der Polymerisation zu modifizieren oder in einer chemischen Reaktion zu funktionalisieren. Hier kann die Aminolyse in Anwesenheit von kurzkettigen Disulfiden, wie zum Beispiel Cystin, durchgef�hrt werden, um die Bildung von Polymer-Polymer Disulfiden vollst�ndig zu unterdr�cken und ein endgruppenfunktionalisiertes Polymer zu erhalten. Bei dieser Reaktion greift das bei der Aminolyse entstehende Polymerthiolat die kurzkettigen Disulfide an, und es kommt zur Bildung von funktionalisierten Polymeren. Es wurde ein Polyethylenglykoldisulfid eingesetzt, um ein amphiphiles Blockcopolymer zu erhalten. Als RAFT-Polymer wurde Polystyrol (PS) verwendet, und es konnte die Bildung von Polystyrol-Polyethylenglykol Copolymeren nachgewiesen werden. Das amphiphile Polymer bildet im w�ssrigen Medium Vesikel. Die Oberfl�che der Vesikel konnte mittels der Thiol-Disulfid Metathese umfunktionalisiert werden. Die Aminolyse von PS RAFT-Polymeren mit einem Polylaktiddisulfid oder einem Polybenzylglutamatdisulfid ergab Polystyrol-block-Polyester und Polystyrol-block-Polyaminos�uren Copolymere. Im zweiten Teil der Arbeit liegt der Fokus auf der Synthese von Polydisulfiden und ihren thermischen Eigenschaften. Es wurden verschiedene Alkyldithiole synthetisiert und mittels Wasserstoffperoxid und Triethylamin polymerisiert. Dabei konnte gezeigt werden, dass die Polymere teilkristallin sind und dass der Schmelzpunkt und die Kristallinit�t der Polymere mit steigender Alkylkettenl�nge zwischen den Disulfidbindungen zunehmen. Die M�glichkeit einer Polymerkettenerweiterung nach der Polymerisation ist mit diesem System gegeben. Die Abbaubarkeit der Polydisulfide konnte durch den Einsatz von Thiolen im basischen Milieu gezeigt werden.				2021	v, 135								 					Institut f�r Chemie
OPUS4-50824	Vollst�ndige Ausgabe (Heft) einer Zeitschriftenreihe	Horn-Conrad, Antje; Kampe, Heike; Pchalek, Magda; Mikulla, Stefanie		Portal Wissen = Wandel	Wandel macht alles anders. Seien wir ehrlich: Eigentlich ist so gut wie alles st�ndig in Transformation. Selbst gewaltige Bergmassive, die anmuten wie eine zu Stein gewordene Ewigkeit, werden irgendwann zu Staub zermahlen. Ist Wandel selbst also das einzig Konstante? Der griechische Philosoph Heraklit jedenfalls war dieser Ansicht. Er sagte: &#8222;Nichts ist best�ndiger als der Wandel." Wandel macht Angst. Eine Ver�nderung, die wir nicht erkl�ren k�nnen, versetzt uns in Aufruhr - wie ein Zaubertrick, den wir nicht durchschauen. Viren, die mutieren, �kosysteme, die kollabieren, Sterne, die vergehen - sie alle scheinen das fragile Gleichgewicht, das unser Dasein erm�glicht, zu gef�hrden. Dass wir nur zu oft selbst Stein des Ansto�es f�r gef�hrliche Verwandlungen sind, hat die Menschheit sp�t erkannt. Wandel macht Hoffnung. Wandel hat Menschen schon immer fasziniert und herausgefordert, seinen Ursprung und sein Wesen zu erforschen. Durchaus mit Erfolg. Vieles verstehen wir besser als Generationen zuvor. Doch gut genug? Mitnichten. Alexander von Humboldt meinte: &#8222;Jedes Naturgesetz, das sich dem Beobachter offenbart, l�sst auf ein h�heres, noch unerkanntes schlie�en." Es gibt noch viel zu tun. Das aktuelle Heft der &#8222;Portal Wissen" steht im Zeichen des Wandels. Wir haben mit einer Astrophysikerin gesprochen, die ihr Gl�ck in der Erforschung der Entstehung und des Wandels der Sterne gefunden hat. Gleich mehrfach schauen wir auf den ganz irdischen Klimawandel und seine Folgen: Eine Geowissenschaftlerin hat uns erkl�rt, wie die Erderw�rmung sich auf die Stabilit�t von Gebirgen auswirkt; ein Wirtschaftsforscher zeigt, warum die CO2-Steuer einen entscheidenden Beitrag zur Wirtschaftswende bedeuten k�nnte, und ein Jurist macht deutlich, dass der Ruf nach einem Recht auf Klimaschutz bislang noch weitgehend ungeh�rt verhallt. Wie menschliche Landnutzung sich auf die biologische Artenvielfalt auswirkt, untersuchen Nachwuchswissenschaftlerinnen und -wissenschaftler im Graduiertenkolleg &#8222;BioMove"; sie haben uns Einblicke in ihre Arbeiten rund um Feldhase, Wasserfloh und Stockente gegeben. Andere Forschende nehmen Wandel eher in menschlichen Zusammenh�ngen in den Blick. So diskutieren ein Germanist und ein Medienwissenschaftler �ber die Folgen der Digitalisierung in Wissenschaft und Bildung. Eine Gruppe von Ern�hrungswissenschaftlern des DIfE und Sportwissenschaftlern der Uni Potsdam geht der Frage nach, welche Faktoren daf�r verantwortlich sind, dass unser K�rper sich im Alter wandelt - und warum manche Menschen schneller Muskeln verlieren als andere. Und wir haben einen Blick ins KIDZ geworfen, ein Zentrum, das unkonzentrierten Kindern dabei hilft, an sich selbst zu wachsen. Nat�rlich lassen wir bei all dem Wandel die Vielfalt der Forschung an der Uni Potsdam nicht aus den Augen. Ein Besuch im Labor des Projekts &#8222;OptiZeD" l�sst erahnen, welche M�glichkeiten optische Sensoren f�r die personalisierte Medizin von morgen bieten, w�hrend eine Bildungsforscherin erkl�rt, warum kulturelle Vielfalt ein Gut ist, von dem unsere Bildung profitieren kann. Au�erdem berichtet eine Kulturwissenschaftlerin von der Faszination von Comics, drei junge Firmengr�nder von ihrer Idee einer besseren Vernetzung von Handwerkern und eine Psychologin davon, wie es ist, Gewalt in all ihren Facetten zu erforschen. Sie alle sind Teil des hoffnungsvollen Wandels, den Wissenschaft auf den Weg bringt! Viel Spa� bei der Lekt�re!				2021	98								 01/2021			urn:nbn:de:kobv:517-opus4-508241	10.25932/publishup-50824	Referat f�r Presse- und �ffentlichkeitsarbeit
